,housing,demand,supply,financial,global
2005-08-01,-0.6064277385330497,-0.10358664536082235,-0.5182099548686707,0.5280423834813738,0.2532620466098356
2005-09-01,-1.1142867283728612,0.7147345190631559,-0.08132192556537965,0.6404857168562967,-0.4948692208829048
2005-10-01,-0.32944149489037855,-0.22349415165477515,-0.8606368475624011,-0.35895145992531974,0.48533168408191263
2005-11-01,-0.025593311668146324,-0.5848130762391065,-0.4032862653911265,-1.0862882409121473,0.7369685172909882
2005-12-01,-0.7634539805447701,-0.546658945891582,0.7365260483297122,0.39509471877577956,0.6926370129751974
2006-01-01,-0.5059070280993774,1.1620026510185666,-1.6393927574099285,0.07334210935899699,0.12451465165272046
2006-02-01,-0.6019400619646045,0.05966850781582722,-0.3228421632795757,0.069225274289756,0.30513345667856895
2006-03-01,-0.7181888689534582,-0.08531873846796523,0.13309597220303812,0.09769382054865033,0.35153596563022416
2006-04-01,-0.3100449547238414,-0.07275890852643097,0.09242297341199812,0.8360528868276611,0.40484266048485024
2006-05-01,-0.541101936362525,-0.25585316948168213,-0.11185540968889235,0.889590146187873,0.13924786263380884
2006-06-01,-0.2745933989751352,-0.33501712965850955,0.13858997622189745,-0.20016325580592853,0.3250323164806062
2006-07-01,-0.29991857235312647,-0.29264573731401433,-0.056203831968912654,-0.1341386827568084,0.11717979557460248
2006-08-01,-0.6181501902893876,-0.35251791087645734,0.11490687952401217,0.22428457148945458,0.25352602474200603
2006-09-01,-0.5144038291218374,0.07904048990608872,-0.19654974060944563,-0.604080960182863,0.07543593238318466
2006-10-01,-0.42671197725372734,0.07680815185837918,0.16882288734498258,2.4982327473478154,0.1569752671875307
2006-11-01,-0.3556255973179957,0.3400083503803345,0.01885357996362369,0.38670661623091096,0.048251446121561
2006-12-01,-0.15331171920101774,0.23116212404535513,-0.4718814017823313,0.6475043730528881,0.37843739549881783
2007-01-01,-0.15383942648824048,0.6260528944101822,0.01587611813301898,0.17607559218342173,0.06209344530815969
2007-02-01,-0.3264717721560368,-0.1660327858467343,0.5338792328152931,-0.34631868937371035,0.6702674319461066
2007-03-01,0.24993957269204925,0.4783807982442954,-1.095292804533402,-1.4830853889605558,-0.15966883244991004
2007-04-01,-0.3736239518782276,-0.191539875389991,-0.12474475385137773,0.18589778773053656,0.24415743627846043
2007-05-01,0.1311588032367014,-0.03812675202247422,-0.33218941947227254,0.10450110981086802,0.006981936798041655
2007-06-01,0.12765345220645852,-0.0664361767052932,-0.2684312488323449,0.4766404226851102,0.029340912316956548
2007-07-01,-0.11720634549932857,-0.21446232329959866,-0.08747700264191782,0.5936831313422255,0.030603576375282684
2007-08-01,-0.2053915967552096,-0.2931096343025569,-0.2101653469025465,0.9810009791398799,0.024172963251033193
2007-09-01,-0.2674299473688603,-0.11042847224094632,0.24630883920276844,1.6174278209873783,0.11863723719664904
2007-10-01,-0.2202181087860367,0.14293507488044724,-0.775625755682867,1.319222866109027,-0.3791795651640242
2007-11-01,0.07579301435265384,-0.10340663930182128,-0.3291106776334942,0.565031224457244,0.20920533146795162
2007-12-01,-0.5237519311025571,0.2782078536190933,-0.3059161046716185,0.30021375466248806,-0.12019996030085142
2008-01-01,0.10844245487892512,-0.08390064526827687,0.5089533553029251,-0.30725972923113,0.01876139139993288
2008-02-01,-0.11931295865364697,0.19763255806570068,0.02162742096435999,0.0652940233254421,-0.02400766293126862
2008-03-01,-0.05792128300928877,0.434918099170873,-0.8125422169873047,0.24200957986290095,-0.15678821304342913
2008-04-01,0.7088604062917855,0.4935402980230731,0.32431314597388083,-0.09511173917104562,-0.4362946975174917
2008-05-01,-0.1919989097987409,0.16251995169245328,-0.04295292808537518,-0.30713389031361904,-0.33927402396017836
2008-06-01,-0.04806805812781856,-0.27477903615091337,-0.23902308267611114,-0.641159872913831,-0.26789529460227285
2008-07-01,0.13336075166833766,-0.6543892576517982,0.19354641563670827,-0.5132865677736584,-0.31639222695262864
2008-08-01,-0.11771767813414598,0.043827894210234364,-0.3152107572568573,-0.09130815889597166,-0.7543327744077384
2008-09-01,-0.9121591587621929,1.073308001920145,0.9526802378928179,1.6174206077502733,-1.7155331763648447
2008-10-01,0.5353479957186931,-0.8573150521813074,0.5969942769122574,6.476940101126653,0.46245224942868957
2008-11-01,-0.4413274246480311,-0.0035473663414632983,0.6952601633528523,-1.0176781728461357,-0.8611308160694058
2008-12-01,-1.3915020882208005,0.06597936219647882,-0.1401244109187467,-0.7609895653982861,-1.37611207714608
2009-01-01,-0.7717150139305735,-3.7852043784934173,1.890748434188768,1.1138670066994925,-1.9459295290296184
2009-02-01,0.8628881906972237,-0.6324193510052449,0.15742197068285263,0.3884578837521092,-0.6805227180271052
2009-03-01,-0.005212191841502234,-0.21038975557184925,0.3860956195884554,-0.114175715348317,-1.0985589875496018
2009-04-01,-0.19167018682621695,-0.6862178056802307,0.4880402707802054,-0.43859549481962923,-0.9698997426783506
2009-05-01,0.5330138082449736,0.5780857620346016,0.25369334671313204,0.8206212690786621,-0.760947498774819
2009-06-01,1.549720443191132,0.15053696577961986,0.07912021087839471,-0.449346268253071,-0.33930985655411894
2009-07-01,0.6827852245427142,0.15780189928710484,-0.7921253776938386,-1.5435194600426854,-0.2087949441006622
2009-08-01,0.6741027435824429,-0.33657215052089623,0.5164375206228495,-1.701738627987772,0.2763959849668414
2009-09-01,0.5216521986871228,-0.0727676293210999,-0.15851386452880845,-2.0675383180857425,-0.07361062133777924
2009-10-01,0.552528429856356,-0.09399115560258547,0.8075784077353179,-2.18233677578477,-0.05209948725129834
2009-11-01,0.620097000803647,0.3920814930462965,-0.9692783076638474,0.7594805218756342,-0.3685673210875788
2009-12-01,0.534471096332279,0.18413476773011853,0.18999260733564816,-1.0850041673753208,-0.27171571788533866
2010-01-01,0.7092813588469431,1.1942798276251345,-0.01637334007335725,-2.4596938900922702,0.58906927603059
2010-02-01,0.9070340250356266,-0.09113982147789801,-0.4004958208837157,-1.5682464048037998,-0.2758344128158947
2010-03-01,0.6322775041326589,-0.0718405285959009,-0.0687076461199102,-0.1902526536919038,0.06341445685759828
2010-04-01,0.9869008483018248,0.2328600293144739,-1.0568558377154675,5.188907040474901,-0.08543227154716022
2010-05-01,0.35597556874268543,-0.04043041483417173,0.8470329106954939,-1.8189575849268493,0.4045341468975254
2010-06-01,0.15884655570747375,0.26771478204332266,0.05644152995806184,-1.4484592203924682,-0.13759789891178165
2010-07-01,0.6185722758743954,0.6231020772479499,-0.24797677407521818,-0.17451178390175315,-0.08843275177872344
2010-08-01,0.692185364670557,0.13588049575933064,0.31569905815946014,-0.4886982505161605,0.236791399250341
2010-09-01,0.3397068421331285,0.42431297397667656,-0.289274639153808,-0.4739991398486323,-0.21785620952734927
2010-10-01,0.7146117622510245,0.5699854871637254,0.13383319537539862,-0.09970520899261848,-0.3405836019767604
2010-11-01,0.5367468221507941,0.3293384568108519,-0.029962974281588423,-0.22747975500005763,-0.23243753533243716
2010-12-01,1.0609361863378968,-0.0712194185373536,1.1773165894860411,-1.461450844347054,0.3520080666351121
2011-01-01,1.6903138661178927,3.4431267026250314,-0.534831115464566,-1.689232471304181,0.3956410161292426
2011-02-01,0.1408766276747151,0.6626506698797492,-0.42382262682165495,-0.82261238672417,-0.5522353126818813
2011-03-01,0.9483997663890589,-0.02935858002027339,-0.22384041267777666,-0.9362755215143101,0.06953482379523324
2011-04-01,0.9272709472335359,0.11254664509073938,0.9875697854361928,-0.2685896934969515,-0.13116578649607186
2011-05-01,0.4922929419091378,0.23190155449809888,0.06000391314490028,-0.5920851642834821,-0.23097210563724418
2011-06-01,0.6953812190254622,0.2616005738930708,0.06543415105653883,-0.6215381582229986,-0.08587780086461519
2011-07-01,0.4476442237003744,0.21810009043439144,0.3623396626201957,-0.49269836739729445,0.0596917776084457
2011-08-01,0.5715245522269115,-0.24800216777944273,0.24566362408452933,-0.357934051981181,0.1520105007151762
2011-09-01,0.4389733576077979,0.11903344698405348,-0.556507003364639,-0.10366740587619035,-0.24742514640615249
2011-10-01,0.48387997614722034,-0.03760667800069617,0.023230972102913805,0.10985481198093361,-0.2731267481503003
2011-11-01,0.08087006309042921,0.012215906282067979,-0.5865410978438419,0.39440902658002475,-0.2573778317534886
2011-12-01,1.5637905096851767,0.3254746581843332,-0.28792824742342304,-0.4526750536389643,-0.06441509805316217
2012-01-01,-0.007133215516093916,-0.501796253058681,-0.5388524190788456,0.6981309361161014,-0.3588918836095838
2012-02-01,0.692581456698116,0.24771093603886962,-6.94892169880168e-05,1.0973402285658909,0.011041839723282376
2012-03-01,0.5060067887345597,0.9221399359650377,-0.9743759483820807,0.6144991258526693,-0.8221806649431177
2012-04-01,0.44322379807408774,-0.29909617210128325,0.5234569296210321,-0.412971007782209,0.32989774885241974
2012-05-01,0.4132491481579441,-0.260526931716054,0.7460709891949066,-0.40263707491136536,0.09805871732265081
2012-06-01,0.1527490882897295,0.18816275158098433,-0.31208568048916707,-0.281812431706975,-0.1318924257412829
2012-07-01,0.3840764797904318,0.028642663167313016,0.19561350286129575,0.04528298770790046,-0.0966089958388894
2012-08-01,0.603766463149388,0.5833917640897986,0.04960383700794779,0.39463902092372527,-0.43886039194902693
2012-09-01,0.6564383406952861,0.7007697623037736,0.18341186629306,0.09299307518428515,-0.24073158819637294
2012-10-01,0.3501983856632581,0.4050177711266343,-0.12211953196095669,-0.28847297070197647,-0.17133767199405114
2012-11-01,0.6121329685270472,0.4365302941755641,0.09349170597700696,0.062354475945668786,0.10805962916416592
2012-12-01,0.35064421245508165,1.0483373490906387,-0.6115512367652322,-0.018481012796713242,-0.034309042435658396
2013-01-01,-0.039935785600303864,0.8353153244262964,0.23323605188044882,0.02932314322512799,-0.07374073493468478
2013-02-01,1.0032745955994706,0.10213256513358504,-0.000744295626513708,-0.47527445491751913,-0.04145278546938878
2013-03-01,0.3610884699438588,-0.03326830636112879,0.28896193299958656,-0.8704580252284473,0.13787140789069519
2013-04-01,0.5328471981855538,0.3878167241088939,-0.14055742268921956,0.34397799061975676,-0.13232541118876318
2013-05-01,0.07686273509720554,0.29622625553306164,-0.13146479230160307,-0.41155773981217925,-0.1816674153646614
2013-06-01,1.0548289044300858,-0.07833232674846946,0.051515161919462704,-0.5728018852843406,-0.020269062841003632
2013-07-01,1.0405108992447536,-0.10601684803897986,-0.17164125263991437,-0.4668352537951844,-0.42480257439296637
2013-08-01,0.48561036116838385,-0.10152203669633636,-0.15960140732003553,-0.8190602165971553,-0.05216542707866173
2013-09-01,0.6300046268050159,-0.04689347521280224,0.23788584431629148,-0.601353686632621,-0.02512635440875793
2013-10-01,-0.21072668952758944,0.033354012202892844,0.39708869872850183,-0.11054589246884439,-0.06421024056159286
2013-11-01,0.5642785278195515,0.292489081301404,-0.2889229940328662,-0.07852906080107547,-0.05482568546363848
2013-12-01,0.13982507086827523,0.016369320719936298,0.7342386300338559,-0.4951780702795973,0.22932782714309324
2014-01-01,-0.25445081764746436,0.7914304594978552,-0.7759116496189307,0.31396162966631064,-0.48741848952593114
2014-02-01,1.001999961542965,-0.1305306759341654,0.16067533968954573,0.13546665503612704,0.35224058087541193
2014-03-01,1.1379239275913038,-0.21272072842557932,0.2612467157451247,0.23631849789418619,0.2717526267704984
2014-04-01,0.3543429041087365,-0.027883926195442506,-0.15260651643667078,0.1248040952509758,-0.18551672672152658
2014-05-01,-0.04520936886936616,0.09224433270059912,-0.572371512186316,0.3693266966103391,-0.19565464145737066
2014-06-01,0.8109932100100073,0.2534088879220797,-0.01886323167658055,0.3188720255867117,-0.16137227282793196
2014-07-01,-0.2493445163202207,0.31424576691390543,-0.5752044325257462,0.5441627509355741,-0.05817590681518135
2014-08-01,0.24561386348873865,0.22134326141481914,0.08900916502201117,-0.003388517015736392,0.042009435883696634
2014-09-01,0.27261468594646754,0.10663632757666808,0.5667370394327363,-0.017519624931166447,0.05527462130744566
2014-10-01,-0.2330294892430665,0.2142125980201776,-0.319527408337677,-0.1762027885551632,-0.07334840306877402
2014-11-01,0.25534793416475515,-0.25032862342110684,1.1827832617167324,-0.2553267236044596,0.3881939368503947
2014-12-01,0.3352098478368906,0.25456899106086023,-0.18423369764432862,0.9161840106984311,-0.222536422757235
2015-01-01,-0.570058973178029,0.875107035165251,0.11531945534871346,0.41934268472375247,0.10479713142075986
2015-02-01,0.2219992029416445,0.42244106149304905,0.5860229314729872,0.7729091880242362,-0.3515977138612109
2015-03-01,0.7025669044790516,0.100198169236584,0.5987566924628175,0.5749374244210553,-0.005146881503536926
2015-04-01,-0.28823553790833856,0.6079090920556223,-0.9887524027205296,0.6697128420610599,-0.3702922446345695
2015-05-01,0.17501028879091618,0.5936355293378982,-0.4420193762363338,0.6661446662959651,-0.44476155746233903
2015-06-01,0.052160238983201046,-0.13554095293856125,0.6186782125589066,-0.0036204148025400507,0.017793382446562478
2015-07-01,0.3522076006790341,-0.4619928795718341,0.25036184310622434,-0.5187503628472259,0.2207794460416867
2015-08-01,-0.12143778629003488,-0.18631278444194788,0.6991669422050549,0.0567219115932725,0.062440087805686634
2015-09-01,-0.10628840005501144,0.17406321631289018,-0.06856537765399262,0.0830626664880806,-0.26406485779453087
2015-10-01,0.030636712540965116,0.37381909948016123,-0.302150418619071,0.3546895886027872,-0.23383107521122104
2015-11-01,0.5210873123221192,0.15227986065211632,0.02244052565247301,0.6292533784334556,-0.26530015544790525
2015-12-01,-0.41459793200970485,0.06628397127760731,-0.6281406245277837,0.666383105430133,-0.2438555453036473
2016-01-01,0.265469553857405,-1.1804717820803603,1.260241983295686,-0.1582040454045855,0.17283709221997018
2016-02-01,0.022599357297638456,-0.23740631936101297,-0.023942349601826507,0.22389670932051683,-0.06329819731918826
2016-03-01,-0.2123493602172195,0.41280047022671396,-0.4481443395995919,1.0702296002056884,-0.5004594050657518
2016-04-01,0.36395030420521524,-0.08221684374720266,0.8025840103207689,0.10732020727766156,0.16779896849875026
2016-05-01,-0.036807064547446866,0.09959249584420006,0.07922602229960263,0.3946196789409507,-0.12370912330442868
2016-06-01,0.15507552776297787,-0.22730897548015883,0.28192613615422507,-0.11525789745713455,0.31504747451214987
2016-07-01,-0.053813586664502644,0.19517239292517002,-0.24485925097433137,0.5011069400471295,-0.05306415579730056
2016-08-01,0.04419011667242473,-0.01628822298354357,0.46673123739958966,-0.08586557459294519,-0.05595936359599222
2016-09-01,-0.1131055814633221,0.2394422542346473,-0.18610661971465747,0.5164763172881071,-0.19335075582227157
2016-10-01,0.19543199984412485,0.280131082108921,-0.5619484026003092,0.4831510068203114,-0.3188434400121479
2016-11-01,0.435842101432964,0.38888970259549915,-0.5249107067740106,0.03628563027148923,-0.43171532150030656
2016-12-01,1.0345497866499185,-0.4911252429158296,1.3569349347782174,-1.3439973737169424,0.5808869674637311
2017-01-01,-0.15189475088202498,0.2509027859319529,-1.2925619217917748,0.15398078349739053,-0.4908440014291179
2017-02-01,0.28235044396717146,0.5388240074375976,-1.2505213974325775,0.32219592152254506,-0.531080133513488
2017-03-01,-0.38890458688839924,-0.6234936965623326,0.8205944814491679,-0.8680785884229218,0.4579411056346828
2017-04-01,0.5127513610773039,-0.3986543820424185,0.05347837451585091,-0.6189109838207859,0.2544118896524755
2017-05-01,-0.1479650446011208,-0.24982431419739498,0.8287015262173265,-0.30096455278096507,0.14346743371193393
2017-06-01,0.5978376616244692,0.19383229230781973,-0.3246255522159306,-0.4569619821730553,-0.12684180006289056
2017-07-01,-0.4289332000546884,0.09959236085451798,0.34081147251286426,-0.27617875180597845,0.06892021567504936
2017-08-01,0.04349107250397871,0.48753227675099065,-0.23368613725166726,-0.014038854139563517,-0.2852638225382402
2017-09-01,0.014501471919798142,0.4836106158253136,-0.41355380408100617,-0.008117498457034356,-0.09770593542034053
2017-10-01,0.4453663981477454,-0.09016720439118076,0.35317876682469806,-0.39524468615758523,0.5007320699086751
2017-11-01,-0.010861044090170413,0.2078121847780823,-0.34192281786606415,-0.3336795088754535,0.10882884357135975
2017-12-01,0.40301079251611477,0.1154533400005068,0.32147846192126617,0.027754541324755938,-0.026754953623399524
2018-01-01,-0.6084044651804869,-1.2523496441950486,0.6573360511996745,-0.20994631715036585,-0.19053566339844893
2018-02-01,0.5310757187960793,-0.002607198441160641,-1.1978594200826258,-0.40311735046304525,-0.2676490403625933
2018-03-01,0.5196305208306755,-0.41038306710977746,-0.24675429705359342,-0.7401226726496644,0.11325505187240098
2018-04-01,0.2953773221138923,-0.9960993885463707,1.4927997651817715,-0.6732213375970312,0.6613361892655818
2018-05-01,0.495661134538393,0.5197557414044227,-1.5407436089117654,0.39524884899216306,-0.741972658840298
2018-06-01,-0.45425417083078684,-0.3807668887199208,0.13700216467882687,-0.13047362630078738,0.39856458087539337
2018-07-01,0.2887887036845672,0.0706999282700923,0.4003437390049196,-0.266128853453346,0.1107705025039617
2018-08-01,0.33287186285703185,-0.05246558234821849,0.1928149587549845,-0.6520426204754415,0.11512124953376753
2018-09-01,-0.17547649867787024,-0.13027628779281467,-0.19537616653913137,-0.16768220415355417,-0.05870890130638552
2018-10-01,0.4495075273016242,-0.33258759183180153,0.3697628634852808,-0.194911801958163,-0.00295873839608779
2018-11-01,-0.13316925308120847,-0.29104010710429884,0.301786670304098,-0.2844445805811684,0.09772160794600482
2018-12-01,-0.8406259744744968,0.16827135812541344,-0.7686333758795066,0.5761317825601879,-0.13216782276695616
2019-01-01,0.32661771538499584,0.7857213892019145,0.48289093826070595,0.6226900524150029,-0.010049844603303923
2019-02-01,0.13786471944555087,0.5079875762098498,0.2685431201364908,0.20949546099048544,-0.2393033738047704
2019-03-01,-0.1890949305488742,0.32719093495500073,0.5791664977030019,-0.34606477646022143,0.17350636220044416
2019-04-01,-0.09201943982084701,0.9902066021964355,-1.2120661006146676,0.4619804227118611,-0.5615432179355953
2019-05-01,-0.1940959540009622,-0.06580643040724699,0.13907007609572952,-0.05152395977135376,0.13089919918923387
2019-06-01,-0.12959876741924264,-0.22864336613206787,0.43947621401563813,0.036771618676171375,0.052726802680733445
2019-07-01,-0.26282460812212555,-0.3907636951906986,0.2648427381923696,0.26804284186199323,-0.2372794675904713
2019-08-01,0.1308811329749709,-0.6018352287111953,-0.28134581384843627,-0.14102201604991924,0.34795548562540424
2019-09-01,-0.4277875602422792,-0.07018482354950903,0.09998381436318077,0.5782127208345004,-0.1365174697400947
2019-10-01,0.03068415137214897,0.2111777373927552,0.3837685043094428,-0.1283119723753463,-0.07476765088250943
2019-11-01,0.12627271063295362,0.10656700068672453,0.17257778287341546,0.00587254806769591,-0.005019848764520732
2019-12-01,0.049849227496380336,0.135767320201987,-0.42121177569512847,-0.010706420301654716,-0.1864913047633533
2020-01-01,-0.9250821756665144,0.782593646302938,-0.9918339410834609,-0.315707551282869,-0.24892601461808578
2020-02-01,-0.2894204619956714,-0.04106277843557804,0.14667716996328517,-0.3122776096526161,0.2976313141777913
2020-03-01,-0.7744924875511987,-0.7005840735526874,-0.3809927134798068,3.8158965322589755,-0.7548209818375697
2020-04-01,-2.780645806418173,1.2606641929823892,0.6013376926502274,9.061272745370486,-4.818281672125078
2020-05-01,-0.07270431375469766,1.4399824385660405,1.4802140826031662,0.805344269371711,-0.3042153202879918
2020-06-01,1.4514653284822203,-0.5324306262692626,0.07295545465959008,-2.364274872420729,1.7144924751244321
